StockCode,Description,Total_Quantity_Sold,Total_Revenue,Number_of_Orders,Unique_Customers
84030E,ENGLISH ROSE HOT WATER BOTTLE,1414,5729.66,277,198
23485,BOTANICAL GARDENS WALL CLOCK ,259,5719.0,80,70
21888,BINGO SET,1551,5718.21,280,210
23113,PANTRY CHOPPING BOARD,1138,5695.86,43,39
71053,WHITE METAL LANTERN,1586,5694.28,238,145
62018,SOMBRERO ,4402,5691.5,59,39
23296,SET OF 6 TEA TIME BAKING CASES,4877,5684.65,319,243
22784,LANTERN CREAM GAZEBO ,1205,5676.87,259,192
21922,UNION STRIPE WITH FRINGE  HAMMOCK,758,5674.14,167,113
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,5699,5663.53,336,234
22485,SET OF 2 WOODEN MARKET CRATES,462,5652.9,165,142
48129,DOORMAT TOPIARY,880,5644.46,182,125
23204,CHARLOTTE BAG APPLES DESIGN,7039,5632.15,425,199
22971,QUEENS GUARD COFFEE MUG,2365,5603.57,233,164
21156,RETROSPOT CHILDRENS APRON,3038,5585.92,292,202
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,4534,5578.14,307,159
84988,SET OF 72 PINK HEART PAPER DOILIES,3953,5565.23,307,209
23311,VINTAGE CHRISTMAS STOCKING ,2199,5564.25,281,246
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1543,5555.13,97,80
23312,VINTAGE CHRISTMAS GIFT SACK,1364,5523.0,193,168
20723,STRAWBERRY CHARLOTTE BAG,6842,5516.7,492,230
21912,VINTAGE SNAKES & LADDERS,1571,5508.53,268,201
21094,SET/6 RED SPOTTY PAPER PLATES,7351,5496.53,325,179
22740,POLKADOT PEN,6625,5475.25,107,89
22150,3 STRIPEY MICE FELTCRAFT,2914,5460.5,402,288
22751,FELTCRAFT PRINCESS OLIVIA DOLL,1511,5434.85,251,184
22668,PINK BABY BUNTING,1954,5415.66,204,162
22827,RUSTIC  SEVENTEEN DRAWER SIDEBOARD,35,5415.0,26,21
23118,PARISIENNE JEWELLERY DRAWER ,765,5399.02,225,154
23135,SMALL ZINC HEART WALL ORGANISER,1538,5378.8,42,31
22796,PHOTO FRAME 3 CLASSIC HANGING,552,5357.55,212,146
23169,CLASSIC GLASS COOKIE JAR,1332,5350.2,248,191
22946,WOODEN ADVENT CALENDAR CREAM,369,5323.05,89,64
23531,WALL ART BIG LOVE ,960,5319.36,97,77
23583,LUNCH BAG PAISLEY PARK  ,3305,5251.25,298,233
22349,DOG BOWL CHASING BALL DESIGN,1339,5220.43,114,85
22418,10 COLOUR SPACEBOY PEN,6267,5209.17,242,179
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,3269,5197.17,312,224
23133,LARGE IVORY HEART WALL ORGANISER,759,5142.91,134,94
23158,SET OF 5 LUCKY CAT MAGNETS ,2536,5117.32,187,96
20718,RED RETROSPOT SHOPPER BAG,4257,5106.56,384,236
37449,CERAMIC CAKE STAND + HANGING CAKES,561,5074.83,152,106
22904,CALENDAR PAPER CUT DESIGN,1764,5060.84,234,162
22947,WOODEN ADVENT CALENDAR RED,536,5047.6,104,81
23157,SET OF 6 NATIVITY MAGNETS ,2530,5031.55,145,111
23177,TREASURE ISLAND BOOK BOX,2428,5029.8,214,174
22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2510,5026.24,296,216
22623,BOX OF VINTAGE JIGSAW BLOCKS ,918,5019.67,219,165
22780,LIGHT GARLAND BUTTERFILES PINK,1340,5018.84,130,82
21671,RED SPOT CERAMIC DRAWER KNOB,4061,5018.65,279,164
22141,CHRISTMAS CRAFT TREE TOP ANGEL,2443,5015.08,348,256
21258,VICTORIAN SEWING BOX LARGE,425,5014.23,106,61
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,1392,5010.4,101,82
23132,SMALL IVORY HEART WALL ORGANISER,1008,4989.08,141,115
22109,FULL ENGLISH BREAKFAST PLATE,1381,4985.55,158,100
20676,RED RETROSPOT BOWL,4310,4980.73,298,185
22584,PACK OF 6 PANNETONE GIFT BOXES,2012,4975.03,139,117
21670,BLUE SPOT CERAMIC DRAWER KNOB,3962,4971.22,289,158
21844,RED RETROSPOT MUG,1813,4969.15,134,99
22296,HEART IVORY TRELLIS LARGE,3039,4962.43,270,189
22302,COFFEE MUG PEARS  DESIGN,2287,4957.3,190,134
22907,PACK OF 20 NAPKINS PANTRY DESIGN,6088,4954.42,533,357
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,3971,4929.95,276,154
22839,3 TIER CAKE TIN GREEN AND CREAM,362,4924.66,136,107
23154,SET OF 4 JAM JAR MAGNETS,2441,4922.01,214,141
22429,ENAMEL MEASURING JUG CREAM,1184,4916.04,315,227
23556,LANDMARK FRAME COVENT GARDEN ,435,4912.05,52,46
23310,BUBBLEGUM RING ASSORTED,11891,4894.83,213,146
22366,DOORMAT AIRMAIL ,722,4887.82,156,104
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1746,4872.3,196,179
84212,"ASSORTED FLOWER COLOUR ""LEIS""",10297,4871.45,103,72
22365,DOORMAT RESPECTABLE HOUSE,729,4865.19,126,83
21242,RED RETROSPOT PLATE ,3071,4855.91,222,148
23543,WALL ART KEEP CALM ,958,4853.5,74,64
21164,HOME SWEET HOME METAL SIGN ,1712,4844.72,246,166
22120,WELCOME  WOODEN BLOCK LETTERS,502,4826.67,167,121
22595,GINGHAM HEART DECORATION,5951,4817.33,331,251
23109,PACK OF SIX LED TEA LIGHTS,1715,4808.55,174,132
23126,FELTCRAFT GIRL AMELIE KIT,982,4799.38,255,187
21124,SET/10 BLUE POLKADOT PARTY CANDLES,3966,4793.34,227,180
23263,SET OF 3 WOODEN HEART DECORATIONS,3717,4791.58,389,269
22464,HANGING METAL HEART LANTERN,3179,4789.71,277,191
23162,REGENCY TEA STRAINER,1362,4789.24,142,96
22580,ADVENT CALENDAR GINGHAM SACK,834,4775.78,166,126
21907,I'M ON HOLIDAY METAL SIGN,2292,4757.35,329,208
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,3919,4745.31,279,185
23555,LANDMARK FRAME NOTTING HILL ,419,4730.65,48,45
23554,LANDMARK FRAME OXFORD STREET,419,4730.65,54,49
22207,FRYING PAN UNION FLAG,1199,4727.11,113,68
22297,HEART IVORY TRELLIS SMALL,3856,4706.28,221,157
22271,FELTCRAFT DOLL ROSIE,1648,4702.12,256,181
21172,PARTY METAL SIGN ,3330,4701.02,371,236
23052,RECYCLED ACAPULCO MAT TURQUOISE,571,4694.75,221,147
22798,ANTIQUE GLASS DRESSING TABLE POT,1642,4684.06,188,126
22088,PAPER BUNTING COLOURED LACE,1698,4683.1,169,115
23295,SET OF 12 MINI LOAF BAKING CASES,5957,4670.63,359,250
22636,CHILDS BREAKFAST SET CIRCUS PARADE,565,4656.3,182,141
21756,BATH BUILDING BLOCK WORD,778,4644.53,242,168
22998,TRAVEL CARD WALLET KEEP CALM,11645,4641.32,437,217
23314,VINTAGE CHRISTMAS TABLECLOTH,391,4638.52,104,87
22488,NATURAL SLATE RECTANGLE CHALKBOARD,2910,4635.26,309,211
23165,LARGE CERAMIC TOP STORAGE JAR,2950,4617.9,220,167
22849,BREAD BIN DINER STYLE MINT,302,4612.66,118,79
21558,SKULL LUNCH BOX WITH CUTLERY ,1940,4609.5,265,167
23558,LANDMARK FRAME LONDON BRIDGE ,410,4604.2,47,43
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,3054,4595.1,108,71
22848,BREAD BIN DINER STYLE PINK,301,4581.4,111,68
23234,BISCUIT TIN VINTAGE CHRISTMAS,1632,4567.38,232,201
23159,SET OF 5 PANCAKE DAY MAGNETS,2255,4562.73,195,121
21390,FILIGRIS HEART WITH BUTTERFLY,3778,4540.38,174,120
23286,BLUE VINTAGE SPOT BEAKER,4901,4528.29,164,125
23569,TRADTIONAL ALPHABET STAMP SET,926,4497.3,174,152
47599A,PINK PARTY BAGS,2409,4481.62,144,102
22301,COFFEE MUG CAT + BIRD DESIGN,2098,4478.34,181,123
82552,WASHROOM METAL SIGN,2918,4456.57,292,184
23010,CIRCUS PARADE BABY GIFT SET,285,4444.75,89,73
22837,HOT WATER BOTTLE BABUSHKA ,983,4437.35,133,107
21937,STRAWBERRY   PICNIC BAG,1590,4430.5,206,146
21539,RED RETROSPOT BUTTER DISH,936,4414.8,211,123
22295,HEART FILIGREE DOVE LARGE,2719,4390.47,212,155
23285,PINK VINTAGE SPOT BEAKER,4679,4384.83,132,108
23176,ABC TREASURE BOOK BOX ,2088,4373.26,186,159
84050,PINK HEART SHAPE EGG FRYING PAN,3134,4370.78,200,139
21932,SCANDINAVIAN PAISLEY PICNIC BAG,2463,4357.06,319,218
22938,CUPCAKE LACE PAPER SET 6,2321,4355.33,170,160
23198,PANTRY MAGNETIC  SHOPPING LIST,3063,4341.19,374,259
22689,DOORMAT MERRY CHRISTMAS RED ,614,4340.44,112,94
16014,SMALL CHINESE STYLE SCISSOR,13328,4335.76,54,34
22142,CHRISTMAS CRAFT WHITE FAIRY ,3070,4334.94,321,259
21498,RED RETROSPOT WRAP ,10522,4310.24,335,238
22606,WOODEN SKITTLES GARDEN SET,303,4304.85,132,110
23275,SET OF 3 HANGING OWLS OLLIE BEAK,3613,4291.17,270,171
21933,PINK VINTAGE PAISLEY PICNIC BAG,2406,4289.26,283,198
21833,CAMOUFLAGE LED TORCH,2628,4278.12,120,87
82001S,VINYL RECORD FRAME SILVER,1236,4275.22,86,45
23288,GREEN VINTAGE SPOT BEAKER,4505,4261.89,134,107
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1098,4259.3,182,117
23503,PLAYING CARDS KEEP CALM & CARRY ON,3432,4242.96,327,284
15056P,EDWARDIAN PARASOL PINK,767,4242.26,135,87
22549,PICTURE DOMINOES,2991,4235.59,244,195
20974,12 PENCILS SMALL TUBE SKULL,6727,4230.55,291,195
82551,LAUNDRY 15C METAL SIGN,2791,4229.72,253,156
20979,36 PENCILS TUBE RED RETROSPOT,3518,4227.26,230,164
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,1170,4213.34,97,80
23530,WALL ART ONLY ONE PERSON ,1031,4211.55,73,59
22845,VINTAGE CREAM CAT FOOD CONTAINER,703,4201.74,235,155
23494,VINTAGE DOILY DELUXE SEWING KIT ,722,4194.9,176,145
23167,SMALL CERAMIC TOP STORAGE JAR ,5666,4184.18,177,129
22082,RIBBON REEL STRIPES DESIGN ,2525,4154.33,334,250
23389,SPACEBOY MINI BACKPACK,1030,4134.5,201,157
22626,BLACK KITCHEN SCALES,501,4134.03,183,134
22417,PACK OF 60 SPACEBOY CAKE CASES,8097,4128.39,407,270
23404,HOME SWEET HOME BLACKBOARD,969,4108.58,136,104
22942,CHRISTMAS LIGHTS 10 SANTAS ,580,4100.25,131,111
22898,CHILDRENS APRON APPLES DESIGN,2189,4097.45,277,201
20975,12 PENCILS SMALL TUBE RED RETROSPOT,6393,4096.65,307,231
84987,SET OF 36 TEATIME PAPER DOILIES,2926,4075.78,240,201
23397,FOOT STOOL HOME SWEET HOME ,434,4069.9,176,139
23241,TREASURE TIN GYMKHANA DESIGN,2005,4060.0,284,183
21876,POTTERING MUG,3541,4049.61,197,141
84946,ANTIQUE SILVER TEA GLASS ETCHED,3487,4016.75,143,117
22661,CHARLOTTE BAG DOLLY GIRL DESIGN,5065,4011.19,343,172
21086,SET/6 RED SPOTTY PAPER CUPS,6573,3999.09,285,167
22174,PHOTO CUBE,2667,3997.91,169,104
22899,CHILDREN'S APRON DOLLY GIRL ,1981,3984.78,259,190
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1080,3979.88,230,141
23163,REGENCY SUGAR TONGS,1714,3949.7,134,95
22721,SET OF 3 CAKE TINS SKETCHBOOK,908,3942.82,246,183
23129,HEART SHAPED HOLLY WREATH,942,3933.18,165,138
22748,POPPY'S PLAYHOUSE KITCHEN,1887,3916.91,346,233
22781,GUMBALL MAGAZINE RACK,532,3909.14,160,118
22841,ROUND CAKE TIN VINTAGE GREEN,515,3887.53,199,156
23144,ZINC T-LIGHT HOLDER STARS SMALL,4894,3879.98,237,180
23340,VINTAGE CHRISTMAS CAKE FRILL,2453,3879.45,122,112
23486,ANTIQUE HEART SHELF UNIT,267,3879.15,68,64
23557,LANDMARK FRAME BAKER STREET ,347,3867.85,29,25
22813,PACK 3 BOXES BIRD PANNETONE ,2088,3863.0,140,110
21704,BAG 250g SWIRLY MARBLES,5004,3856.38,197,137
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,2058,3856.04,156,87
22061,LARGE CAKE STAND  HANGING STRAWBERY,564,3854.68,129,86
23255,CHILDRENS CUTLERY CIRCUS PARADE,962,3852.44,143,116
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,3269,3831.72,170,84
22956,36 FOIL HEART CAKE CASES,1998,3814.37,170,144
22550,HOLIDAY FUN LUDO,1102,3810.71,176,136
22117,METAL SIGN HER DINNER IS SERVED ,1290,3802.5,72,58
23205,CHARLOTTE BAG VINTAGE ALPHABET ,4750,3784.52,323,192
23283,DOORMAT VINTAGE LEAF,541,3766.57,121,100
23012,GLASS APOTHECARY BOTTLE PERFUME,1014,3763.64,198,151
23050,RECYCLED ACAPULCO MAT GREEN,459,3763.55,176,116
23306,SET OF 36 DOILIES PANTRY DESIGN,2653,3761.92,195,172
22489,PACK OF 12 TRADITIONAL CRAYONS,9313,3754.47,318,232
23193,BUFFALO BILL TREASURE BOOK BOX,1847,3750.57,137,109
21154,RED RETROSPOT OVEN GLOVE ,3186,3750.38,262,175
23184,BULL DOG BOTTLE OPENER,778,3749.5,197,129
23534,WALL ART STOP FOR TEA ,688,3748.18,153,131
22493,PAINT YOUR OWN CANVAS SET,2352,3737.28,176,125
22951,60 CAKE CASES DOLLY GIRL DESIGN,7211,3735.61,354,237
21257,VICTORIAN SEWING BOX MEDIUM,488,3727.44,152,100
21874,GIN AND TONIC MUG,2845,3715.61,194,110
22274,FELTCRAFT DOLL EMILY,1294,3711.5,231,168
23309,SET OF 60 I LOVE LONDON CAKE CASES ,7670,3697.7,294,178
23351,ROLL WRAP 50'S CHRISTMAS,3054,3694.02,271,242
22723,SET OF 6 HERB TINS SKETCHBOOK,1054,3686.14,235,170
22656,VINTAGE BLUE KITCHEN CABINET,26,3685.0,20,17
22431,WATERING CAN BLUE ELEPHANT,1979,3682.75,275,159
23110,PARISIENNE KEY CABINET ,662,3673.7,219,157
22745,POPPY'S PLAYHOUSE BEDROOM ,1780,3673.15,316,216
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,385,3667.23,135,104
21098,CHRISTMAS TOILET ROLL,3164,3665.05,163,115
22980,PANTRY SCRUBBING BRUSH,2286,3656.94,242,198
21892,TRADITIONAL WOODEN CATCH CUP GAME ,2910,3651.75,295,235
21749,LARGE RED RETROSPOT WINDMILL,1900,3645.0,107,80
20677,PINK POLKADOT BOWL,3157,3640.08,220,133
22649,STRAWBERRY FAIRY CAKE TEAPOT,748,3638.9,160,86
20682,RED RETROSPOT CHILDRENS UMBRELLA,1140,3629.66,182,138
22236,CAKE STAND 3 TIER MAGIC GARDEN,308,3624.6,88,67
23064,CINDERELLA CHANDELIER ,220,3617.6,22,20
22842,BISCUIT TIN VINTAGE RED,572,3609.8,146,120
22628,PICNIC BOXES SET OF 3 RETROSPOT ,774,3607.3,118,85
85049A,TRADITIONAL CHRISTMAS RIBBONS,2903,3602.8,266,204
22053,EMPIRE DESIGN ROSETTE,4236,3596.42,26,23
22350,ILLUSTRATED CAT BOWL ,1356,3586.32,88,63
23049,RECYCLED ACAPULCO MAT RED,435,3572.75,169,103
23092,LARGE ANTIQUE WHITE PHOTO FRAME,507,3568.26,125,96
22854,CREAM SWEETHEART EGG HOLDER,750,3547.3,147,123
23299,FOOD COVER WITH BEADS SET 2 ,977,3545.17,121,109
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,3264,3535.2,234,196
21260,FIRST AID TIN,1129,3530.35,148,104
21746,SMALL RED RETROSPOT WINDMILL,2974,3521.7,185,122
21527,RED RETROSPOT TRADITIONAL TEAPOT ,464,3508.8,133,95
23236,STORAGE TIN VINTAGE DOILY ,1235,3502.15,158,124
23089,GLASS BON BON JAR,2135,3495.27,134,101
85049E,SCANDINAVIAN REDS RIBBONS,2741,3492.2,335,248
22809,SET OF 6 T-LIGHTS SANTA,1184,3476.36,173,141
71477,COLOURED GLASS STAR T-LIGHT HOLDER,996,3474.88,42,31
23081,GREEN METAL BOX ARMY SUPPLIES,437,3474.39,111,78
84792,ENCHANTED BIRD COATHANGER 5 HOOK,774,3470.54,190,125
22371,AIRLINE BAG VINTAGE TOKYO 78,825,3468.63,247,144
23111,PARISIENNE SEWING BOX,296,3464.8,124,80
23349,ROLL WRAP VINTAGE CHRISTMAS,2847,3450.39,246,214
21531,RED RETROSPOT SUGAR JAM BOWL,1469,3448.95,206,143
84508A,CAMOUFLAGE DESIGN TEDDY,1630,3445.5,35,17
22890,NOVELTY BISCUITS CAKE STAND 3 TIER,360,3445.42,143,94
21588,RETROSPOT GIANT TUBE MATCHES,1494,3442.5,132,99
22688,DOORMAT PEACE ON EARTH BLUE,700,3442.04,27,26
23085,ANTIQUE SILVER BAUBLE LAMP  ,369,3437.7,72,64
23112,PARISIENNE CURIO CABINET,471,3437.3,183,134
23130,MISTLETOE HEART WREATH GREEN,838,3435.62,162,135
21703,BAG 125g SWIRLY MARBLES,9272,3431.35,243,175
23497,CLASSIC CHROME BICYCLE BELL ,2451,3431.35,170,149
21928,JUMBO BAG SCANDINAVIAN PAISLEY,1945,3426.75,91,76
22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1218,3422.06,231,163
23194,GYMKHANA TREASURE BOOK BOX,1630,3417.83,156,128
22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,9782,3415.9,463,343
23535,WALL ART BICYCLE SAFETY,644,3412.52,120,102
21497,FANCY FONTS BIRTHDAY WRAP,8550,3409.0,230,177
21745,GAOLERS KEYS DECORATIVE GARDEN ,926,3400.94,205,115
22782,SET 3 WICKER STORAGE BASKETS ,241,3399.95,74,65
22089,PAPER BUNTING VINTAGE PAISLEY,1189,3395.55,180,142
21463,MIRRORED DISCO BALL ,642,3393.4,129,77
23191,BUNDLE OF 3 RETRO NOTE BOOKS,2099,3393.35,240,178
21244,BLUE POLKADOT PLATE ,2131,3359.47,147,107
22131,FOOD CONTAINER SET 3 LOVE HEART ,1884,3358.72,180,115
22148,EASTER CRAFT 4 CHICKS ,1813,3355.35,159,148
22466,FAIRY TALE COTTAGE NIGHTLIGHT,2016,3352.8,69,51
23032,DRAWER KNOB CRACKLE GLAZE IVORY,2076,3348.6,177,115
23294,SET OF 6 SNACK LOAF BAKING CASES,4264,3336.94,291,214
23552,BICYCLE PUNCTURE REPAIR KIT ,1730,3336.72,103,93
22896,PEG BAG APPLES DESIGN,1390,3336.37,220,144
22383,LUNCH BAG SUKI  DESIGN ,2118,3334.7,144,122
22694,WICKER STAR ,1608,3328.8,303,228
22908,PACK OF 20 NAPKINS RED APPLES,4229,3326.39,313,212
23189,SET OF 12 FORK CANDLES,1215,3319.35,113,89
23210,WHITE ROCKING HORSE HAND PAINTED,2750,3311.5,154,115
23571,TRADITIONAL NAUGHTS & CROSSES,2018,3300.9,216,195
23156,SET OF 5 MINI GROCERY MAGNETS,1631,3297.22,184,117
22926,IVORY GIANT GARDEN THERMOMETER,566,3295.7,182,140
23091,ZINC HERB GARDEN CONTAINER,535,3279.82,187,155
23009,I LOVE LONDON BABY GIFT SET,209,3262.55,61,48
23332,IVORY WICKER HEART LARGE,1979,3255.75,267,207
47567B,TEA TIME KITCHEN APRON,585,3248.07,120,81
21890,S/6 WOODEN SKITTLES IN COTTON BAG,1070,3247.16,173,143
22435,SET OF 9 HEART SHAPED BALLOONS,2671,3245.79,213,153
22563,HAPPY STENCIL CRAFT,2777,3244.6,252,171
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,1159,3224.65,131,122
22348,TEA BAG PLATE RED RETROSPOT,3861,3221.79,254,144
21906,PHARMACIE FIRST AID TIN,483,3220.81,94,71
22801,ANTIQUE GLASS PEDESTAL BOWL,887,3212.1,159,123
23013,GLASS APOTHECARY BOTTLE TONIC,865,3211.09,180,135
23230,WRAP ALPHABET DESIGN,7925,3196.5,232,178
22738,RIBBON REEL SNOWY VILLAGE,1991,3193.03,176,147
23426,METAL SIGN DROP YOUR PANTS,1230,3186.78,171,126
20675,BLUE POLKADOT BOWL,2728,3178.65,223,149
23127,FELTCRAFT GIRL NICOLE KIT,645,3169.79,170,137
22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,9628,3164.08,433,332
23350,ROLL WRAP VINTAGE SPOT ,2584,3154.4,246,205
23239,SET OF 4 KNICK KNACK TINS POPPIES,812,3142.4,155,125
23388,WOODLAND MINI BACKPACK,784,3133.6,133,114
22491,PACK OF 12 COLOURED PENCILS,3898,3120.64,200,162
22029,SPACEBOY BIRTHDAY CARD,7834,3120.14,394,234
22432,WATERING CAN PINK BUNNY,1644,3092.78,234,158
23308,SET OF 60 VINTAGE LEAF CAKE CASES ,5955,3091.61,305,209
22760,"TRAY, BREAKFAST IN BED",259,3089.85,66,50
85053,FRENCH ENAMEL CANDLEHOLDER,1541,3087.52,233,157
23353,6 GIFT TAGS VINTAGE CHRISTMAS ,3726,3068.82,253,227
23168,CLASSIC CAFE SUGAR DISPENSER,2633,3037.1,208,132
23342,MINT DINER WALL CLOCK,363,3034.5,154,104
22468,BABUSHKA LIGHTS STRING OF 10,467,3032.39,116,82
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,837,3019.23,68,55
23253,16 PIECE CUTLERY SET PANTRY DESIGN,210,3018.3,46,43
22567,20 DOLLY PEGS RETROSPOT,2346,3017.5,182,135
22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,2492,3017.37,145,79
82580,BATHROOM METAL SIGN,5503,3016.95,383,210
22504,CABIN BAG VINTAGE RETROSPOT,160,3012.4,39,31
22300,COFFEE MUG DOG + BALL DESIGN,1436,3011.64,143,100
21243,PINK  POLKADOT PLATE ,1911,3010.71,130,95
22892,SET OF SALT AND PEPPER TOADSTOOLS,2455,3000.35,196,117
22564,ALPHABET STENCIL CRAFT,2668,2999.19,165,120
22687,DOORMAT CHRISTMAS VILLAGE,568,2991.7,35,30
22855,FINE WICKER HEART ,2506,2982.02,179,152
16161P,WRAP ENGLISH ROSE ,7201,2980.42,248,189
23065,LARGE DECO JEWELLERY STAND,246,2977.8,88,77
21135,VICTORIAN  METAL POSTCARD SPRING,2707,2973.55,162,122
23237,SET OF 4 KNICK KNACK TINS LEAF,739,2970.85,116,94
23346,SPACEBOY BEAKER,2567,2970.75,138,106
22669,RED BABY BUNTING ,1027,2969.65,167,143
23323,WHITE WICKER STAR ,1422,2954.7,270,210
21385,IVORY HANGING DECORATION  HEART,3558,2952.54,205,153
23014,GLASS APOTHECARY BOTTLE ELIXIR,798,2951.78,160,122
22962,JAM JAR WITH PINK LID,3675,2947.47,246,180
21974,SET OF 36 PAISLEY FLOWER DOILIES,2036,2942.51,229,177
23236,DOILEY STORAGE TIN,1082,2934.98,112,93
21868,POTTING SHED TEA MUG,2344,2924.48,232,153
22180,RETROSPOT LAMP,299,2922.85,131,92
21429,RED GINGHAM ROSE JEWELLERY BOX,1612,2917.2,217,147
22244,3 HOOK HANGER MAGIC GARDEN,1615,2911.65,94,66
22311,OFFICE MUG WARMER BLACK+SILVER ,1049,2910.75,93,61
23461,SWEETHEART BIRD HOUSE,829,2908.55,83,75
22212,FOUR HOOK  WHITE LOVEBIRDS,1416,2904.87,253,145
23188,VINTAGE  2 METER FOLDING RULER,1775,2902.47,155,131
23242,TREASURE TIN BUFFALO BILL ,1430,2886.08,187,132
22065,CHRISTMAS PUDDING TRINKET POT ,6418,2883.44,164,132
21716,BOYS VINTAGE TIN SEASIDE BUCKET,1190,2880.92,137,112
21561,DINOSAUR LUNCH BOX WITH CUTLERY,1227,2868.78,167,116
22812,PACK 3 BOXES CHRISTMAS PANNETONE,1531,2867.15,110,92
23035,DRAWER KNOB CERAMIC IVORY,2035,2863.39,165,110
21658,GLASS  BEURRE DISH,770,2862.22,126,82
23393,HOME SWEET HOME CUSHION COVER ,763,2861.25,201,165
22460,EMBOSSED GLASS TEALIGHT HOLDER,2368,2855.59,162,118
23390,DOLLY GIRL MINI BACKPACK,713,2838.95,144,116
22195,LARGE HEART MEASURING SPOONS,1696,2836.92,220,148
23283,DOORMAT VINTAGE LEAVES DESIGN ,426,2833.7,88,75
37370,RETRO COFFEE MUGS ASSORTED,2504,2829.28,113,72
22465,HANGING METAL STAR LANTERN,1958,2828.08,159,119
21935,SUKI  SHOULDER BAG,1763,2824.37,204,121
21238,RED RETROSPOT CUP,3519,2822.41,277,160
22894,TABLECLOTH RED APPLES DESIGN ,291,2821.95,109,82
85132C,CHARLIE AND LOLA FIGURES TINS,1404,2817.8,126,96
22219,LOVEBIRD HANGING DECORATION WHITE ,3367,2814.37,311,190
21918,SET 12 KIDS COLOUR  CHALK STICKS,7012,2814.28,282,193
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,764,2813.38,138,109
22079,RIBBON REEL HEARTS DESIGN ,1701,2808.89,225,190
84692,BOX OF 24 COCKTAIL PARASOLS,6803,2808.57,364,209
23182,TOILET SIGN OCCUPIED OR VACANT,3378,2807.69,254,140
21499,BLUE POLKADOT WRAP,6900,2798.0,215,175
23329,DECORATIVE WICKER HEART LARGE,1701,2794.65,215,168
23056,FLOWERS CHANDELIER T-LIGHT HOLDER,863,2770.91,36,32
22810,SET OF 6 T-LIGHTS SNOWMEN,900,2768.48,137,106
23290,SPACEBOY CHILDRENS BOWL,2367,2757.15,174,125
23345, DOLLY GIRL BEAKER,2394,2754.5,133,100
22331,WOODLAND PARTY BAG + STICKER SET,1768,2750.96,143,101
23354,6 GIFT TAGS 50'S CHRISTMAS ,3343,2750.93,261,235
22972,CHILDREN'S SPACEBOY MUG,1688,2746.16,178,137
22823,CHEST NATURAL WOOD 20 DRAWERS,24,2745.0,13,13
23051,RECYCLED ACAPULCO MAT BLUE,335,2741.35,133,95
79000,MOROCCAN TEA GLASS,3784,2741.2,95,69
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,1141,2736.75,138,116
47599B,BLUE PARTY BAGS ,1451,2728.94,108,69
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,669,2727.97,112,83
22778,GLASS CLOCHE SMALL,753,2727.95,106,79
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1695,2726.31,138,88
22746,POPPY'S PLAYHOUSE LIVINGROOM ,1315,2724.62,252,179
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS  ,1678,2691.14,179,145
22843,BISCUIT TIN VINTAGE GREEN,433,2685.13,114,92
22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,1571,2676.39,204,168
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,1175,2672.25,72,44
22990,COTTON APRON PANTRY DESIGN,602,2670.54,140,117
23147,SINGLE ANTIQUE ROSE HOOK IVORY,1843,2669.95,250,170
20754,RETROSPOT RED WASHING UP GLOVES,1355,2668.38,239,153
22702,BLACK AND WHITE CAT BOWL,1357,2661.9,43,35
22045,SPACEBOY GIFT WRAP,6477,2652.34,206,148
22604,SET OF 4 NAPKIN CHARMS CUTLERY,1171,2642.86,108,77
85178,VICTORIAN SEWING KIT,2370,2640.94,98,77
23427,STOOL HOME SWEET HOME ,227,2635.9,106,87
23211,RED ROCKING HORSE HAND PAINTED,2206,2631.5,116,82
22430,ENAMEL WATERING CAN CREAM,539,2621.85,161,131
22830,UTILTY CABINET WITH HOOKS,131,2610.29,6,5
