Orders,Total_Spend,Avg_Order_Value,Total_Items,First_Purchase,Last_Purchase,Unique_Products,Customer_Lifetime_Days,Recency_Days,Customer_Type
6,1035.8,32.37,394,2022-12-17 14:46:00,2023-11-11 16:49:00,21,329,27,Frequent
4,855.91,21.95,255,2023-01-24 12:58:00,2023-08-04 17:51:00,35,192,126,Regular
2,869.67,23.5,509,2023-06-09 17:48:00,2023-09-30 13:06:00,32,112,69,Regular
4,582.1,21.56,220,2023-05-13 13:15:00,2023-12-02 13:22:00,23,203,6,Regular
3,957.59,23.36,508,2023-06-23 15:44:00,2023-11-11 08:47:00,37,140,28,Regular
4,4939.99,18.43,2967,2023-05-08 16:10:00,2023-12-02 10:47:00,193,207,7,High Value
2,797.71,15.05,678,2023-04-11 13:02:00,2023-09-21 10:47:00,50,162,79,Regular
1,219.0,18.25,53,2023-11-20 10:36:00,2023-11-20 10:36:00,12,0,19,Regular
1,283.55,13.5,164,2023-09-29 17:52:00,2023-09-29 17:52:00,21,0,70,Regular
8,2340.84,26.6,1006,2023-06-23 10:20:00,2023-12-02 13:15:00,64,162,6,VIP
9,6868.29,20.56,3997,2022-12-17 15:58:00,2023-11-24 13:17:00,228,341,14,VIP
1,603.42,18.29,256,2023-02-21 08:38:00,2023-02-21 08:38:00,33,0,291,At Risk
10,2712.91,17.28,1307,2022-12-06 10:43:00,2023-11-10 09:52:00,86,338,29,VIP
15,9706.52,46.89,3912,2022-12-08 09:49:00,2023-11-24 15:38:00,93,351,14,VIP
3,1149.02,14.92,851,2023-05-22 14:05:00,2023-09-04 12:00:00,75,104,96,Regular
13,4396.13,33.05,1062,2022-12-03 14:30:00,2023-11-11 08:19:00,58,342,28,VIP
1,848.55,22.33,508,2023-12-09 12:16:00,2023-12-09 12:16:00,38,0,0,Regular
5,4708.86,18.18,3069,2023-02-18 10:53:00,2023-11-30 15:43:00,216,285,8,High Value
1,343.36,17.17,192,2023-08-25 15:22:00,2023-08-25 15:22:00,20,0,105,Regular
2,1053.49,15.27,708,2023-07-29 13:28:00,2023-12-06 08:55:00,60,129,3,Regular
2,1030.98,18.75,506,2023-04-08 10:32:00,2023-07-11 14:47:00,49,94,150,Regular
1,238.25,12.54,203,2023-09-29 16:38:00,2023-09-29 16:38:00,19,0,70,Regular
2,644.95,16.54,374,2023-10-05 14:50:00,2023-12-04 13:45:00,34,59,4,Regular
25,5781.73,16.33,4672,2022-12-05 15:21:00,2023-12-07 08:03:00,211,366,2,VIP
6,2656.13,16.5,1959,2022-12-20 11:38:00,2023-11-08 12:13:00,133,323,31,VIP
4,997.63,18.82,566,2023-07-12 11:55:00,2023-09-15 14:50:00,50,65,84,Regular
5,725.07,10.51,434,2023-10-05 15:52:00,2023-12-06 10:19:00,53,61,3,Regular
4,1031.41,19.46,445,2023-01-11 15:00:00,2023-12-04 16:02:00,47,327,4,Regular
1,427.8,17.82,164,2022-12-03 15:45:00,2022-12-03 15:45:00,24,0,370,At Risk
7,2609.1,21.04,3143,2022-12-17 12:56:00,2023-11-11 13:35:00,57,329,27,VIP
7,3980.7,28.64,2098,2023-01-23 15:17:00,2023-11-29 11:46:00,109,309,10,VIP
4,836.33,18.18,419,2023-01-11 13:31:00,2023-09-29 15:31:00,38,261,70,Regular
1,453.01,17.42,233,2023-08-18 11:40:00,2023-08-18 11:40:00,26,0,113,Regular
12,18895.91,68.96,8437,2022-12-10 10:56:00,2023-11-16 11:59:00,109,341,23,VIP
1,236.26,19.69,111,2023-06-13 11:33:00,2023-06-13 11:33:00,12,0,179,At Risk
1,383.95,17.45,137,2023-04-19 16:19:00,2023-04-19 16:19:00,22,0,233,At Risk
1,110.4,27.6,88,2022-12-22 12:47:00,2022-12-22 12:47:00,4,0,352,At Risk
2,779.57,18.13,368,2023-01-06 14:26:00,2023-01-28 13:37:00,38,21,314,At Risk
1,234.0,58.5,173,2023-01-11 07:57:00,2023-01-11 07:57:00,4,0,332,At Risk
1,155.35,14.12,148,2022-12-02 18:27:00,2022-12-02 18:27:00,11,0,371,At Risk
2,1013.04,26.66,486,2023-09-01 17:45:00,2023-09-22 13:00:00,38,20,77,Regular
1,427.6,15.84,342,2023-10-07 10:44:00,2023-10-07 10:44:00,27,0,63,Regular
2,540.13,4.12,315,2023-07-28 16:06:00,2023-07-28 16:21:00,114,0,133,Regular
7,21279.29,95.85,5241,2023-01-25 13:26:00,2023-10-19 11:18:00,178,266,51,VIP
11,4196.01,40.74,1275,2022-12-05 15:38:00,2023-12-07 14:34:00,42,366,1,VIP
209,33053.19,7.49,25287,2022-12-01 12:48:00,2023-12-09 12:20:00,1768,372,0,VIP
5,4090.88,20.56,1471,2023-05-10 15:25:00,2023-12-06 09:56:00,160,209,3,High Value
1,275.88,18.39,137,2023-08-03 09:13:00,2023-08-03 09:13:00,15,0,128,Regular
1,4366.78,82.39,2262,2023-09-19 13:32:00,2023-09-19 13:32:00,53,0,80,High Value
6,21429.39,108.78,11421,2022-12-12 11:44:00,2023-11-17 10:52:00,132,339,22,VIP
3,3010.74,47.79,6481,2023-02-04 10:31:00,2023-04-18 09:00:00,49,72,235,At Risk
2,3811.95,952.99,1491,2022-12-09 10:44:00,2023-03-04 12:42:00,4,85,280,At Risk
1,112.08,28.02,144,2023-09-14 09:31:00,2023-09-14 09:31:00,4,0,86,Regular
13,7834.65,21.52,2395,2023-05-12 19:01:00,2023-11-24 12:30:00,237,195,15,VIP
2,2791.59,28.78,2135,2023-03-08 12:05:00,2023-08-15 10:22:00,84,159,116,High Value
3,1531.44,16.12,902,2023-03-09 08:09:00,2023-10-18 14:49:00,81,223,51,Regular
2,1898.52,27.51,1227,2023-11-14 14:23:00,2023-12-02 10:23:00,62,17,7,Regular
2,494.08,27.45,316,2022-12-05 15:46:00,2023-07-24 14:12:00,16,230,137,Regular
1,1693.88,37.64,386,2023-01-27 10:19:00,2023-01-27 10:19:00,45,0,316,At Risk
7,6989.63,22.55,3646,2022-12-08 13:53:00,2023-12-06 08:46:00,205,362,3,VIP
1,1143.6,35.74,356,2023-04-15 10:25:00,2023-04-15 10:25:00,32,0,238,At Risk
1,1351.45,112.62,743,2023-05-13 09:33:00,2023-05-13 09:33:00,12,0,210,At Risk
1,892.47,16.23,556,2023-10-11 09:19:00,2023-10-11 09:19:00,55,0,59,Regular
5,1386.04,21.0,877,2023-02-01 13:45:00,2023-11-22 16:33:00,47,294,16,Regular
6,822.23,16.44,825,2023-01-31 14:35:00,2023-11-20 11:30:00,40,292,19,Frequent
8,3981.36,26.72,2024,2022-12-03 13:40:00,2023-11-02 11:43:00,88,333,37,VIP
2,826.74,33.07,671,2023-02-28 08:43:00,2023-10-07 10:37:00,25,221,63,Regular
5,2330.92,22.63,1086,2022-12-17 11:30:00,2023-12-05 09:16:00,81,352,4,High Value
6,2225.91,26.5,624,2023-09-25 15:35:00,2023-12-07 15:56:00,76,73,1,VIP
2,532.82,9.35,280,2023-11-24 12:53:00,2023-11-30 15:38:00,54,6,8,Regular
1,311.95,22.28,131,2022-12-10 13:48:00,2022-12-10 13:48:00,14,0,363,At Risk
3,463.66,23.18,261,2023-05-31 09:36:00,2023-11-30 08:44:00,17,182,9,Regular
1,91.85,22.96,4,2023-10-05 13:34:00,2023-10-05 13:34:00,4,0,64,Regular
1,324.92,15.47,166,2023-05-31 14:14:00,2023-05-31 14:14:00,21,0,191,At Risk
1,192.6,96.3,97,2022-12-01 11:27:00,2022-12-01 11:27:00,2,0,373,At Risk
1,400.54,16.02,217,2023-03-28 11:36:00,2023-03-28 11:36:00,25,0,256,At Risk
2,545.48,22.73,295,2022-12-03 15:14:00,2023-01-09 12:12:00,21,36,334,At Risk
2,860.41,19.12,592,2023-09-02 12:01:00,2023-10-17 14:54:00,43,45,52,Regular
1,430.48,30.75,68,2023-11-21 10:27:00,2023-11-21 10:27:00,14,0,18,Regular
1,254.03,19.54,118,2022-12-09 10:55:00,2022-12-09 10:55:00,13,0,365,At Risk
3,6977.04,872.13,5256,2023-06-22 10:11:00,2023-11-29 15:52:00,6,160,9,High Value
1,427.58,17.1,314,2023-06-06 09:36:00,2023-06-06 09:36:00,25,0,186,At Risk
3,483.65,17.27,188,2022-12-06 10:27:00,2023-11-03 10:05:00,27,331,36,Regular
1,489.31,19.57,220,2023-06-15 10:51:00,2023-06-15 10:51:00,25,0,177,Regular
3,514.85,16.61,230,2023-02-28 15:39:00,2023-03-24 09:42:00,27,23,260,At Risk
1,229.64,15.31,164,2023-10-26 09:54:00,2023-10-26 09:54:00,15,0,44,Regular
1,125.92,62.96,49,2023-08-30 12:11:00,2023-08-30 12:11:00,2,0,101,Regular
2,1063.46,22.63,379,2023-05-25 13:34:00,2023-07-15 10:21:00,38,50,147,Regular
2,572.2,19.73,128,2023-06-16 13:24:00,2023-09-05 12:41:00,27,80,95,Regular
1,166.04,41.51,53,2023-03-03 16:28:00,2023-03-03 16:28:00,4,0,280,At Risk
1,1542.08,110.15,929,2023-03-23 12:06:00,2023-03-23 12:06:00,14,0,261,At Risk
4,942.34,15.97,722,2023-01-17 12:34:00,2023-12-06 15:12:00,55,323,2,Regular
1,92.72,15.45,70,2023-05-09 15:51:00,2023-05-09 15:51:00,6,0,213,At Risk
2,948.88,20.63,550,2023-09-13 13:46:00,2023-09-30 10:04:00,41,16,70,Regular
5,1759.5,351.9,230,2023-02-16 12:15:00,2023-09-26 07:35:00,1,221,74,Regular
1,397.12,15.88,232,2023-10-11 12:49:00,2023-10-11 12:49:00,25,0,59,Regular
7,1474.72,16.21,1058,2022-12-09 15:21:00,2023-12-07 10:25:00,58,362,2,Frequent
3,430.15,17.21,197,2023-10-26 15:44:00,2023-12-04 12:17:00,19,38,5,Regular
6,1018.71,18.19,494,2023-08-01 16:16:00,2023-12-07 08:45:00,46,127,2,Frequent
2,293.0,26.64,376,2022-12-14 14:54:00,2023-01-07 11:13:00,9,23,336,At Risk
6,6814.64,179.33,9848,2023-06-21 10:53:00,2023-11-02 11:54:00,13,134,37,VIP
1,215.05,23.89,135,2023-03-22 13:02:00,2023-03-22 13:02:00,9,0,261,At Risk
2,383.03,14.19,195,2023-09-02 13:48:00,2023-11-07 13:30:00,27,65,31,Regular
1,417.38,17.39,156,2023-07-17 13:46:00,2023-07-17 13:46:00,24,0,144,Regular
1,312.38,17.35,110,2023-03-02 09:49:00,2023-03-02 09:49:00,18,0,282,At Risk
4,2610.36,15.0,1062,2023-02-01 11:19:00,2023-10-11 15:10:00,148,252,58,High Value
1,134.1,11.18,24,2023-06-19 16:07:00,2023-06-19 16:07:00,12,0,172,Regular
2,671.95,5.6,355,2022-12-01 11:57:00,2023-11-06 12:20:00,115,340,33,Regular
14,5591.42,17.81,3807,2022-12-07 15:48:00,2023-12-07 12:33:00,95,364,2,VIP
4,2726.77,24.13,1511,2023-04-27 12:21:00,2023-07-19 09:29:00,67,82,143,High Value
25,3991.58,9.64,2720,2022-12-03 10:43:00,2023-12-05 11:13:00,229,367,4,VIP
2,1118.99,32.91,547,2023-02-04 12:36:00,2023-09-30 15:33:00,34,238,69,Regular
8,1702.26,16.53,781,2023-03-20 14:38:00,2023-10-05 12:09:00,69,198,65,Frequent
2,325.96,6.27,125,2023-08-01 13:11:00,2023-11-10 13:31:00,47,101,28,Regular
4,354.09,13.11,204,2023-02-22 14:10:00,2023-03-17 13:34:00,26,22,266,At Risk
1,843.64,10.04,873,2023-11-17 13:16:00,2023-11-17 13:16:00,72,0,21,Regular
2,1010.29,21.05,597,2023-03-16 12:26:00,2023-11-08 13:41:00,47,237,30,Regular
1,131.81,2.8,106,2023-09-04 12:41:00,2023-09-04 12:41:00,43,0,96,Regular
1,311.55,18.33,149,2023-02-18 08:47:00,2023-02-18 08:47:00,17,0,294,At Risk
6,1957.1,25.09,800,2023-01-28 10:28:00,2023-07-28 11:29:00,66,181,134,Frequent
3,1316.25,12.08,626,2023-01-25 13:35:00,2023-09-22 12:15:00,95,239,78,Regular
1,38.1,12.7,30,2022-12-02 09:37:00,2022-12-02 09:37:00,3,0,372,At Risk
6,2170.78,6.98,1076,2023-10-07 12:38:00,2023-12-02 10:52:00,155,55,7,VIP
2,1106.4,24.05,343,2023-02-10 12:32:00,2023-05-13 10:20:00,37,91,210,At Risk
1,521.2,104.24,188,2023-10-18 14:15:00,2023-10-18 14:15:00,5,0,51,Regular
1,147.12,49.04,216,2023-07-24 13:03:00,2023-07-24 13:03:00,3,0,137,Regular
2,1568.23,16.51,925,2023-08-08 10:11:00,2023-11-13 14:31:00,86,97,25,Regular
1,559.12,21.5,171,2023-03-01 14:11:00,2023-03-01 14:11:00,26,0,282,At Risk
7,4009.34,7.51,4284,2022-12-14 16:39:00,2023-11-13 15:30:00,240,333,25,VIP
6,1607.06,15.02,928,2022-12-01 12:50:00,2023-06-07 10:42:00,72,187,185,At Risk
2,380.64,34.6,200,2023-05-16 13:32:00,2023-09-16 15:07:00,8,123,83,Regular
2,599.97,9.09,319,2022-12-09 14:44:00,2023-01-17 10:52:00,58,38,326,At Risk
1,374.0,93.5,128,2023-03-02 14:58:00,2023-03-02 14:58:00,4,0,281,At Risk
2,343.23,171.62,2019,2022-12-12 12:03:00,2023-07-19 15:30:00,1,219,142,Regular
2,2218.02,26.09,1941,2023-05-27 13:34:00,2023-10-13 12:26:00,67,138,57,High Value
12,1535.77,9.97,1178,2022-12-16 12:23:00,2023-12-06 10:30:00,100,354,3,Frequent
2,854.99,18.19,547,2023-03-18 14:02:00,2023-04-17 13:07:00,38,29,235,At Risk
3,573.22,57.32,370,2023-09-09 12:11:00,2023-10-26 12:24:00,7,47,44,Regular
1,298.0,42.57,21,2023-03-09 11:44:00,2023-03-09 11:44:00,7,0,275,At Risk
2,1463.04,112.54,246,2023-11-06 11:22:00,2023-11-30 16:18:00,12,24,8,Regular
4,703.47,16.75,196,2023-09-11 15:18:00,2023-11-15 09:32:00,39,64,24,Regular
1,309.05,44.15,43,2023-09-12 13:10:00,2023-09-12 13:10:00,7,0,87,Regular
3,1175.22,16.55,655,2023-08-08 11:45:00,2023-10-07 13:40:00,66,60,62,Regular
2,1378.4,16.81,770,2023-05-04 11:21:00,2023-10-03 10:09:00,75,151,67,Regular
2,354.12,70.82,76,2023-03-29 14:31:00,2023-05-09 16:02:00,4,41,213,At Risk
1,376.72,4.77,256,2023-11-15 17:26:00,2023-11-15 17:26:00,78,0,23,Regular
3,331.0,110.33,950,2023-02-20 11:28:00,2023-06-07 12:31:00,2,107,185,At Risk
1,176.55,5.7,90,2023-11-09 12:34:00,2023-11-09 12:34:00,27,0,30,Regular
2,372.8,16.95,210,2023-09-14 08:35:00,2023-10-28 13:51:00,22,44,41,Regular
2,216.5,54.12,110,2023-02-11 11:40:00,2023-05-19 12:13:00,3,97,204,At Risk
28,17654.54,152.19,23075,2023-03-14 10:41:00,2023-12-01 10:07:00,30,261,8,VIP
1,138.68,13.87,66,2023-03-20 12:06:00,2023-03-20 12:06:00,10,0,264,At Risk
2,496.06,6.99,294,2023-06-20 13:18:00,2023-11-21 14:34:00,59,154,17,Regular
5,2919.81,46.35,1749,2023-09-22 15:03:00,2023-11-28 09:55:00,55,66,11,High Value
2,750.0,375.0,1200,2023-01-31 12:37:00,2023-06-16 15:39:00,1,136,175,Regular
5,2178.67,23.94,1280,2023-03-31 12:51:00,2023-10-31 12:43:00,78,213,39,High Value
8,3075.04,41.0,1692,2023-04-12 10:01:00,2023-11-16 14:28:00,48,218,22,VIP
5,1662.3,69.26,670,2023-10-30 11:35:00,2023-12-07 08:55:00,17,37,2,Regular
5,2483.63,49.67,1419,2022-12-06 16:36:00,2023-12-05 12:11:00,37,363,4,High Value
2,363.65,16.53,93,2022-12-02 12:33:00,2023-07-14 11:34:00,19,223,148,Regular
4,2944.95,28.59,1083,2023-01-23 10:43:00,2023-07-24 10:35:00,53,181,138,High Value
1,594.0,297.0,120,2023-08-03 16:42:00,2023-08-03 16:42:00,2,0,127,Regular
6,1335.19,26.7,673,2023-06-23 09:22:00,2023-12-01 13:47:00,34,161,7,Frequent
1,162.78,6.03,128,2023-11-22 15:05:00,2023-11-22 15:05:00,27,0,16,Regular
37,16587.09,23.04,9526,2022-12-01 15:06:00,2023-11-30 16:22:00,233,364,8,VIP
1,405.38,14.48,370,2023-07-01 15:35:00,2023-07-01 15:35:00,28,0,160,Regular
1,172.82,6.17,68,2023-10-06 16:20:00,2023-10-06 16:20:00,28,0,63,Regular
4,933.7,31.12,481,2023-01-16 11:49:00,2023-09-12 13:55:00,22,239,87,Regular
2,694.05,15.42,541,2023-09-26 11:05:00,2023-12-05 11:11:00,42,70,4,Regular
5,2062.7,24.56,1472,2022-12-15 15:45:00,2023-11-04 14:24:00,59,323,34,High Value
1,117.85,14.73,37,2023-02-01 12:08:00,2023-02-01 12:08:00,8,0,311,At Risk
2,415.8,16.63,252,2023-06-21 13:25:00,2023-09-22 15:18:00,20,93,77,Regular
15,42055.96,512.88,28004,2022-12-17 09:45:00,2023-11-18 12:39:00,28,336,21,VIP
3,607.53,5.73,499,2023-03-01 11:30:00,2023-11-15 16:38:00,102,259,23,Regular
7,2160.7,16.75,1853,2023-01-24 13:58:00,2023-12-07 17:25:00,80,317,1,VIP
4,1063.9,17.16,559,2023-09-22 13:51:00,2023-11-22 17:32:00,56,61,16,Regular
4,1504.27,12.54,1007,2023-03-17 14:19:00,2023-11-24 15:05:00,81,252,14,Regular
1,114.14,12.68,140,2023-11-14 11:21:00,2023-11-14 11:21:00,9,0,25,Regular
8,11581.8,246.42,4876,2023-01-09 11:20:00,2023-10-06 14:33:00,21,270,63,VIP
2,899.69,9.37,404,2023-09-13 10:16:00,2023-10-16 12:09:00,87,33,54,Regular
3,675.6,9.65,198,2022-12-09 09:34:00,2023-07-31 14:39:00,68,234,130,Regular
2,604.51,20.15,289,2022-12-20 10:41:00,2023-11-04 11:04:00,29,319,35,Regular
1,462.95,20.13,165,2023-02-24 14:15:00,2023-02-24 14:15:00,23,0,287,At Risk
6,1603.99,16.54,1165,2022-12-01 16:21:00,2023-07-19 10:06:00,83,229,143,Frequent
7,2064.95,17.8,1080,2023-03-20 10:17:00,2023-11-23 17:10:00,82,248,15,VIP
8,4167.22,19.38,2381,2023-04-01 13:20:00,2023-11-09 11:25:00,166,221,30,VIP
3,1843.0,80.13,1380,2023-11-15 13:48:00,2023-12-07 13:17:00,13,21,1,Regular
6,1064.07,16.89,503,2023-01-13 10:33:00,2023-12-01 12:14:00,53,322,8,Frequent
4,1387.79,17.57,653,2023-09-22 16:37:00,2023-12-04 10:35:00,64,72,5,Regular
1,329.85,19.4,84,2023-11-30 09:24:00,2023-11-30 09:24:00,17,0,9,Regular
11,4757.16,26.43,3664,2023-03-17 09:03:00,2023-12-08 16:29:00,81,266,0,VIP
1,108.07,5.69,34,2023-02-06 16:08:00,2023-02-06 16:08:00,19,0,305,At Risk
8,4017.54,16.88,2549,2023-01-04 12:18:00,2023-11-30 09:53:00,208,329,9,VIP
2,266.39,16.65,129,2023-08-18 13:38:00,2023-12-02 15:55:00,15,106,6,Regular
8,1856.63,19.54,881,2022-12-09 09:14:00,2023-12-01 12:55:00,75,357,7,Frequent
1,769.81,7.13,282,2023-09-11 15:31:00,2023-09-11 15:31:00,108,0,88,Regular
1,160.18,16.02,75,2023-11-30 12:38:00,2023-11-30 12:38:00,10,0,9,Regular
2,1660.9,87.42,438,2022-12-03 09:49:00,2022-12-16 19:10:00,19,13,357,At Risk
1,135.95,27.19,73,2023-08-19 15:44:00,2023-08-19 15:44:00,5,0,111,Regular
4,405.47,3.14,268,2023-01-21 14:04:00,2023-12-02 14:30:00,116,315,6,Regular
86,11189.91,36.69,9289,2022-12-02 16:42:00,2023-12-06 12:20:00,94,368,3,VIP
1,144.8,18.1,24,2023-05-26 09:33:00,2023-05-26 09:33:00,8,0,197,At Risk
1,738.6,33.57,561,2023-05-12 09:55:00,2023-05-12 09:55:00,22,0,211,At Risk
1,39.24,4.36,12,2023-07-06 16:40:00,2023-07-06 16:40:00,9,0,155,Regular
9,7374.9,368.74,886,2022-12-16 11:36:00,2023-07-05 09:34:00,6,200,157,VIP
2,372.22,18.61,242,2023-07-29 14:14:00,2023-11-10 12:00:00,12,103,29,Regular
1,390.54,13.95,288,2023-04-11 11:51:00,2023-04-11 11:51:00,28,0,242,At Risk
1,97.5,24.38,26,2023-11-21 12:37:00,2023-11-21 12:37:00,4,0,18,Regular
2,1239.38,16.31,1533,2023-11-11 12:44:00,2023-12-09 10:46:00,73,27,0,Regular
2,558.7,19.95,219,2023-05-26 12:00:00,2023-09-27 12:03:00,27,124,73,Regular
1,505.82,6.09,126,2023-02-20 14:31:00,2023-02-20 14:31:00,75,0,291,At Risk
15,6924.11,108.19,2943,2022-12-10 13:24:00,2023-12-06 15:28:00,41,361,2,VIP
3,409.5,31.5,200,2023-02-02 15:39:00,2023-11-08 13:01:00,8,278,30,Regular
2,503.76,16.25,405,2023-08-19 14:39:00,2023-11-16 15:34:00,31,89,22,Regular
4,414.76,15.36,240,2023-02-14 14:29:00,2023-11-16 15:49:00,26,275,22,Regular
3,974.42,15.97,459,2023-03-16 08:31:00,2023-12-05 15:43:00,52,264,3,Regular
1,211.32,70.44,108,2023-09-15 15:44:00,2023-09-15 15:44:00,3,0,84,Regular
4,1226.89,20.79,664,2023-01-26 15:49:00,2023-11-17 15:47:00,45,294,21,Regular
3,455.88,16.28,342,2023-04-08 10:26:00,2023-05-27 13:24:00,25,49,195,At Risk
3,534.85,17.25,379,2022-12-10 10:26:00,2023-08-25 10:43:00,30,258,106,Regular
13,9785.97,29.04,5490,2023-01-17 12:45:00,2023-12-05 14:51:00,166,322,3,VIP
1,120.95,17.28,73,2023-01-25 15:18:00,2023-01-25 15:18:00,7,0,317,At Risk
3,149.05,24.84,103,2023-05-09 08:23:00,2023-08-26 10:50:00,4,109,105,Regular
18,5655.91,14.0,4822,2022-12-17 08:20:00,2023-11-28 11:27:00,277,346,11,VIP
2,513.7,19.76,172,2023-04-07 13:32:00,2023-06-19 10:53:00,21,72,173,Regular
1,81.57,20.39,55,2023-10-14 13:49:00,2023-10-14 13:49:00,4,0,55,Regular
1,229.47,16.39,175,2023-01-20 14:24:00,2023-01-20 14:24:00,14,0,322,At Risk
1,50.55,16.85,13,2022-12-02 17:22:00,2022-12-02 17:22:00,3,0,371,At Risk
8,1646.84,18.71,820,2023-02-18 09:43:00,2023-11-30 13:05:00,67,285,8,Frequent
13,4810.94,21.97,2224,2022-12-03 12:28:00,2023-12-08 15:01:00,155,370,0,VIP
10,3466.28,31.8,905,2023-03-03 18:28:00,2023-11-29 12:27:00,67,270,10,VIP
5,3339.64,19.08,1609,2023-04-04 14:28:00,2023-10-17 13:19:00,156,195,52,High Value
3,789.89,16.81,527,2023-08-08 15:00:00,2023-09-27 14:08:00,39,49,72,Regular
1,204.0,204.0,48,2023-12-02 15:53:00,2023-12-02 15:53:00,1,0,6,Regular
28,7277.7,15.89,5435,2023-02-17 11:05:00,2023-11-23 13:28:00,313,279,15,VIP
9,2616.38,19.97,1352,2022-12-16 10:12:00,2023-12-05 16:37:00,101,354,3,VIP
2,689.9,17.25,286,2023-08-02 09:34:00,2023-10-06 16:27:00,36,65,63,Regular
5,975.36,24.38,1620,2023-03-09 11:35:00,2023-12-08 16:58:00,32,274,0,Regular
6,6912.0,265.85,17280,2022-12-20 12:45:00,2023-08-18 09:39:00,6,240,113,VIP
2,661.32,14.7,798,2023-10-25 14:09:00,2023-11-17 11:10:00,40,22,22,Regular
3,1247.5,124.75,134,2022-12-21 13:53:00,2023-11-09 09:13:00,8,322,30,Regular
2,752.44,8.18,348,2022-12-06 14:31:00,2023-11-28 14:30:00,76,356,10,Regular
2,1010.18,14.23,375,2023-09-13 16:40:00,2023-10-18 15:54:00,55,34,51,Regular
1,190.55,17.32,83,2022-12-17 14:23:00,2022-12-17 14:23:00,11,0,356,At Risk
2,642.77,17.37,369,2022-12-05 14:52:00,2023-10-16 12:21:00,37,314,54,Regular
2,921.88,34.14,644,2023-03-24 09:21:00,2023-09-27 08:57:00,23,186,73,Regular
3,881.07,18.36,431,2023-03-28 15:42:00,2023-07-24 15:46:00,44,118,137,Regular
3,908.46,32.44,360,2023-02-22 11:43:00,2023-09-20 14:37:00,24,210,79,Regular
2,676.99,15.74,355,2023-11-06 13:53:00,2023-12-01 10:38:00,38,24,8,Regular
1,516.42,39.72,254,2023-03-11 14:52:00,2023-03-11 14:52:00,13,0,272,At Risk
1,560.47,16.98,429,2023-02-21 15:20:00,2023-02-21 15:20:00,33,0,290,At Risk
1,305.28,16.96,221,2023-09-01 15:04:00,2023-09-01 15:04:00,18,0,98,Regular
2,629.31,17.98,264,2023-03-18 15:43:00,2023-11-09 08:36:00,33,235,30,Regular
10,3237.54,18.82,1391,2022-12-01 08:34:00,2023-11-08 12:06:00,106,342,31,VIP
4,1819.41,13.48,1228,2023-01-16 14:36:00,2023-11-25 13:23:00,77,312,13,Regular
2,656.68,46.91,268,2023-01-25 16:33:00,2023-10-06 15:31:00,14,253,63,Regular
17,5836.86,14.48,3748,2022-12-08 09:30:00,2023-11-25 09:18:00,246,351,14,VIP
1,348.15,19.34,222,2023-05-11 14:12:00,2023-05-11 14:12:00,18,0,211,At Risk
3,1214.41,15.98,894,2023-05-10 08:58:00,2023-09-22 14:26:00,74,135,77,Regular
3,271.4,33.93,52,2023-07-11 12:01:00,2023-11-15 12:43:00,5,127,24,Regular
1,183.4,22.92,35,2023-04-04 10:40:00,2023-04-04 10:40:00,8,0,249,At Risk
1,307.53,20.5,123,2023-03-31 11:37:00,2023-03-31 11:37:00,15,0,253,At Risk
1,248.61,24.86,107,2023-09-28 16:04:00,2023-09-28 16:04:00,10,0,71,Regular
1,346.98,31.54,343,2023-06-01 15:12:00,2023-06-01 15:12:00,11,0,190,At Risk
4,1105.59,16.26,514,2023-01-16 13:41:00,2023-11-27 12:31:00,51,314,12,Regular
1,205.86,14.7,74,2022-12-01 16:52:00,2022-12-01 16:52:00,14,0,372,At Risk
2,470.8,9.81,322,2023-11-07 17:06:00,2023-11-15 12:57:00,48,7,23,Regular
1,115.46,7.7,32,2023-09-18 13:38:00,2023-09-18 13:38:00,14,0,81,Regular
2,344.0,172.0,200,2023-01-24 08:20:00,2023-11-29 15:00:00,1,309,9,Regular
24,4431.44,10.45,5873,2022-12-05 11:02:00,2023-12-09 08:39:00,281,368,0,VIP
1,228.8,25.42,110,2023-05-31 13:45:00,2023-05-31 13:45:00,9,0,191,At Risk
1,177.15,25.31,69,2023-03-18 08:12:00,2023-03-18 08:12:00,7,0,266,At Risk
1,919.61,41.8,485,2023-08-02 10:19:00,2023-08-02 10:19:00,22,0,129,Regular
4,728.02,6.56,862,2022-12-08 14:59:00,2023-12-08 19:24:00,99,365,0,Regular
26,12627.94,35.27,5630,2022-12-08 09:07:00,2023-12-06 15:36:00,95,363,2,VIP
5,220.1,36.68,62,2023-07-22 14:41:00,2023-12-05 16:53:00,2,136,3,Regular
1,58.08,9.68,120,2023-06-13 14:59:00,2023-06-13 14:59:00,6,0,178,At Risk
11,28337.38,27.67,19068,2022-12-03 17:20:00,2023-11-28 10:54:00,503,359,11,VIP
9,3613.63,49.5,4324,2023-01-05 15:42:00,2023-08-05 16:16:00,63,212,125,VIP
2,303.75,16.88,187,2023-09-25 10:46:00,2023-12-05 15:01:00,15,71,3,Regular
2,416.08,18.91,216,2023-02-17 13:57:00,2023-07-05 12:11:00,17,137,157,Regular
97,58762.08,32.39,31025,2022-12-05 10:27:00,2023-12-07 09:02:00,636,366,2,VIP
14,8910.82,57.49,2263,2022-12-02 07:48:00,2023-12-01 12:39:00,98,364,8,VIP
1,345.82,16.47,466,2023-11-11 15:54:00,2023-11-11 15:54:00,21,0,27,Regular
